HDFC BANK LTD
"Statement of account for Salaried professional, Bengaluru"
Account No,501006433012
Account Type,SAVINGS ACCOUNT

Date,Narration,Chq./Ref.No.,Value Dt,Withdrawal Amt.,Deposit Amt.,Closing Balance
10/01/26,POS 4713XXXXXXXX1407 THIRD WAVE COFFEE,,10/01/26,312.44,,417684.51
11/01/26,ACH DR SPOTIFY INDIA PREMIUM,,11/01/26,164.00,,417520.51
11/01/26,UPI/371560942168/COUNTRY DELIGHT MILK/AXIS,,11/01/26,898.68,,416621.83
12/01/26,POS 4228XXXXXXXX2975 CROMA ELECTRONICS APPLE MACBOOK,,12/01/26,164900.00,,251721.83
12/01/26,POS 5362XXXXXXXX6240 DECATHLON SPORTS INDIA,,12/01/26,4630.40,,247091.43
12/01/26,UPI/764061619838/MAHANAGAR GAS BILL PAY/MGAS,,12/01/26,821.30,,246270.13
13/01/26,ATW-4253XXXXXXXX6386-HDFC BANK ATM CASH WITHDRAWAL,,13/01/26,3000.00,,243270.13
14/01/26,UPI/411825584699/SWIGGY FOOD ORDER/HDFC,,14/01/26,526.49,,242743.64
14/01/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/01/26,599.00,,242144.64
16/01/26,ACH DR ADOBE CREATIVE CLOUD,,16/01/26,1846.00,,240298.64
16/01/26,POS 4481XXXXXXXX2208 THIRD WAVE COFFEE,,16/01/26,250.55,,240048.09
16/01/26,POS 5375XXXXXXXX8272 DMART AVENUE SUPERMARTS,,16/01/26,2735.50,,237312.59
17/01/26,UPI/530470384412/BEHROUZ BIRYANI/PAYTM,,17/01/26,1504.13,,235808.46
17/01/26,UPI/752098853811/OLA CABS ANI TECH/PAYTM,,17/01/26,707.08,,235101.38
18/01/26,ATW-5199XXXXXXXX5914-HDFC BANK ATM CASH WITHDRAWAL,,18/01/26,10000.00,,225101.38
18/01/26,POS 4333XXXXXXXX6317 PVR CINEMAS LTD,,18/01/26,939.01,,224162.37
18/01/26,POS 5015XXXXXXXX4305 DMART AVENUE SUPERMARTS,,18/01/26,1432.56,,222729.81
19/01/26,ACH DR GOOGLE ONE STORAGE,,19/01/26,210.00,,222519.81
19/01/26,UPI/939735340104/RAPIDO BIKE TAXI/YESB,,19/01/26,94.94,,222424.87
20/01/26,UPI/369385350366/NAMMA YATRI/AXIS,,20/01/26,136.63,,222288.24
21/01/26,UPI/759807737615/BLINKIT GROCERY/HDFC,,21/01/26,1057.35,,221230.89
21/01/26,UPI/836429333651/CRED CLUB CREDIT CARD BILL/AXIS,,21/01/26,9128.90,,212101.99
23/01/26,UPI/195703753925/WOW MOMO FOODS/AXIS,,23/01/26,200.91,,211901.08
24/01/26,POS 4338XXXXXXXX9624 AMAZON SELLER SERVICES,,24/01/26,1470.91,,210430.17
25/01/26,UPI/688894503561/SWIGGY FOOD ORDER/HDFC,,25/01/26,351.12,,210079.05
26/01/26,POS 4092XXXXXXXX5047 THIRD WAVE COFFEE,,26/01/26,380.46,,209698.59
27/01/26,POS 4894XXXXXXXX5371 LAKME SALON,,27/01/26,2595.33,,207103.26
27/01/26,UPI/808904476164/ZOMATO ONLINE ORDER/YESB,,27/01/26,714.98,,206388.28
31/01/26,POS 4298XXXXXXXX9311 STARBUCKS COFFEE INDIA,,31/01/26,679.50,,205708.78
31/01/26,POS 4493XXXXXXXX9627 DMART AVENUE SUPERMARTS,,31/01/26,4646.58,,201062.20
01/02/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY FEB26,,01/02/26,,199924.91,400987.11
01/02/26,POS 4533XXXXXXXX5597 MCDONALDS INDIA PVT,,01/02/26,299.74,,400687.37
01/02/26,UPI/935369496404/ZEPTO NOW/YESB,,01/02/26,1390.22,,399297.15
01/02/26,UPI/944580089403/NAMMA YATRI/AXIS,,01/02/26,302.47,,398994.68
02/02/26,UPI/255918980176/NOBROKER PAY RENT LANDLORD/HDFC,,02/02/26,34000.00,,364994.68
03/02/26,UPI/600740112991/RAPIDO BIKE TAXI/YESB,,03/02/26,225.12,,364769.56
04/02/26,POS 5523XXXXXXXX7064 MCDONALDS INDIA PVT,,04/02/26,336.31,,364433.25
05/02/26,ACH DR HDFC BANK HOME LOAN EMI FEB26,,05/02/26,21500.00,,342933.25
05/02/26,UPI/248005437614/NAMMA YATRI/AXIS,,05/02/26,150.62,,342782.63
05/02/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/02/26,1199.00,,341583.63
06/02/26,UPI/428495111852/NAMMA YATRI/AXIS,,06/02/26,129.68,,341453.95
06/02/26,UPI/480410190720/ZEPTO NOW/YESB,,06/02/26,270.72,,341183.23
06/02/26,UPI/841232415238/ZERODHA BROKING MF SIP/ZERO,,06/02/26,20000.00,,321183.23
07/02/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/02/26,649.00,,320534.23
07/02/26,UPI/109445221134/BEHROUZ BIRYANI/PAYTM,,07/02/26,787.49,,319746.74
07/02/26,UPI/944678936039/COUNTRY DELIGHT MILK/AXIS,,07/02/26,481.05,,319265.69
08/02/26,UPI/418805626976/ZOMATO ONLINE ORDER/YESB,,08/02/26,815.79,,318449.90
08/02/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/02/26,1864.30,,316585.60
09/02/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/02/26,3015.00,,313570.60
10/02/26,UPI/369326273121/BARBEQUE NATION HOSP/HDFC,,10/02/26,2857.19,,310713.41
10/02/26,UPI/810499498078/OLA CABS ANI TECH/PAYTM,,10/02/26,265.54,,310447.87
11/02/26,ACH DR SPOTIFY INDIA PREMIUM,,11/02/26,164.00,,310283.87
11/02/26,POS 5548XXXXXXXX7232 DECATHLON SPORTS INDIA,,11/02/26,3254.93,,307028.94
12/02/26,ATW-4723XXXXXXXX9942-HDFC BANK ATM CASH WITHDRAWAL,,12/02/26,10000.00,,297028.94
12/02/26,POS 4786XXXXXXXX4750 HPCL PETROL PUMP,,12/02/26,2130.29,,294898.65
12/02/26,UPI/720091085929/MAHANAGAR GAS BILL PAY/MGAS,,12/02/26,1057.69,,293840.96
13/02/26,POS 4525XXXXXXXX3764 MYNTRA DESIGNS PVT LTD,,13/02/26,4923.64,,288917.32
14/02/26,POS 4540XXXXXXXX2392 IRCTC RAIL TICKET BOOKING,,14/02/26,2525.71,,286391.61
14/02/26,POS 4577XXXXXXXX7143 CHAAYOS TEA CAFE,,14/02/26,331.58,,286060.03
14/02/26,UPI/605332833553/ZEPTO NOW/YESB,,14/02/26,1177.43,,284882.60
14/02/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/02/26,599.00,,284283.60
15/02/26,POS 4092XXXXXXXX6382 DMART AVENUE SUPERMARTS,,15/02/26,3295.86,,280987.74
15/02/26,POS 4100XXXXXXXX4416 THIRD WAVE COFFEE,,15/02/26,296.69,,280691.05
15/02/26,UPI/146794657460/NAMMA YATRI/AXIS,,15/02/26,187.20,,280503.85
15/02/26,UPI/546475105698/CRED CLUB CREDIT CARD BILL/AXIS,,15/02/26,12028.06,,268475.79
16/02/26,ACH DR ADOBE CREATIVE CLOUD,,16/02/26,1846.00,,266629.79
16/02/26,UPI/626818036787/SWIGGY FOOD ORDER/HDFC,,16/02/26,391.79,,266238.00
17/02/26,UPI/529853758026/URBAN COMPANY SALON/HDFC,,17/02/26,941.44,,265296.56
19/02/26,ACH DR GOOGLE ONE STORAGE,,19/02/26,210.00,,265086.56
21/02/26,UPI/498843529959/NYKAA ECOMM/ICIC,,21/02/26,2445.45,,262641.11
21/02/26,UPI/726826549709/SWIGGY FOOD ORDER/HDFC,,21/02/26,332.99,,262308.12
22/02/26,POS 4399XXXXXXXX6270 DMART AVENUE SUPERMARTS,,22/02/26,3840.99,,258467.13
22/02/26,UPI/732146712365/FLIPKART INTERNET/HDFC,,22/02/26,2118.21,,256348.92
22/02/26,UPI/829699252347/DOMINOS PIZZA IND/ICIC,,22/02/26,1122.46,,255226.46
23/02/26,UPI/771678522962/OLA CABS ANI TECH/PAYTM,,23/02/26,819.84,,254406.62
24/02/26,UPI/852265177578/APOLLO PHARMACY/HDFC,,24/02/26,1536.68,,252869.94
26/02/26,UPI/714021439652/SWIGGY FOOD ORDER/HDFC,,26/02/26,610.59,,252259.35
27/02/26,UPI/414770529846/LICIOUS MEAT DELIVERY/HDFC,,27/02/26,1271.13,,250988.22
28/02/26,POS 4560XXXXXXXX3959 HPCL PETROL PUMP,,28/02/26,2517.33,,248470.89
28/02/26,UPI/110231392039/SWIGGY FOOD ORDER/HDFC,,28/02/26,954.08,,247516.81
01/03/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY MAR26,,01/03/26,,200240.08,447756.89
01/03/26,POS 5357XXXXXXXX8806 CHAAYOS TEA CAFE,,01/03/26,257.01,,447499.88
02/03/26,UPI/294821701469/NOBROKER PAY RENT LANDLORD/HDFC,,02/03/26,34000.00,,413499.88
03/03/26,UPI/176707710064/ZOMATO ONLINE ORDER/YESB,,03/03/26,490.61,,413009.27
04/03/26,UPI/370206352337/BARBEQUE NATION HOSP/HDFC,,04/03/26,1469.77,,411539.50
05/03/26,ACH DR HDFC BANK HOME LOAN EMI MAR26,,05/03/26,21500.00,,390039.50
05/03/26,POS 4525XXXXXXXX3484 CHAAYOS TEA CAFE,,05/03/26,284.40,,389755.10
05/03/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/03/26,1199.00,,388556.10
06/03/26,ATW-5518XXXXXXXX8126-HDFC BANK ATM CASH WITHDRAWAL,,06/03/26,2000.00,,386556.10
06/03/26,POS 4974XXXXXXXX5150 DECATHLON SPORTS INDIA,,06/03/26,2832.89,,383723.21
06/03/26,POS 5270XXXXXXXX7261 IRCTC RAIL TICKET BOOKING,,06/03/26,926.10,,382797.11
06/03/26,SMS ALERT CHARGES INCL GST,,06/03/26,17.70,,382779.41
06/03/26,UPI/801796241675/ZERODHA BROKING MF SIP/ZERO,,06/03/26,20000.00,,362779.41
07/03/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/03/26,649.00,,362130.41
07/03/26,POS 4962XXXXXXXX1062 PVR CINEMAS LTD,,07/03/26,432.46,,361697.95
08/03/26,POS 4285XXXXXXXX7408 CHAAYOS TEA CAFE,,08/03/26,466.88,,361231.07
08/03/26,UPI/907928598130/NYKAA ECOMM/ICIC,,08/03/26,2301.62,,358929.45
08/03/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/03/26,1473.04,,357456.41
09/03/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/03/26,3015.00,,354441.41
09/03/26,POS 4356XXXXXXXX5678 MCDONALDS INDIA PVT,,09/03/26,607.74,,353833.67
10/03/26,UPI/841404422244/BEHROUZ BIRYANI/PAYTM,,10/03/26,1059.22,,352774.45
11/03/26,ACH DR SPOTIFY INDIA PREMIUM,,11/03/26,164.00,,352610.45
11/03/26,POS 4693XXXXXXXX7076 HPCL PETROL PUMP,,11/03/26,3321.63,,349288.82
11/03/26,POS 5092XXXXXXXX1927 MCDONALDS INDIA PVT,,11/03/26,329.98,,348958.84
12/03/26,UPI/480822037441/MAHANAGAR GAS BILL PAY/MGAS,,12/03/26,811.48,,348147.36
13/03/26,UPI/106288545182/NAMMA YATRI/AXIS,,13/03/26,165.15,,347982.21
14/03/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/03/26,599.00,,347383.21
15/03/26,POS 4101XXXXXXXX9360 STARBUCKS COFFEE INDIA,,15/03/26,384.03,,346999.18
15/03/26,UPI/478109015569/BLINKIT GROCERY/HDFC,,15/03/26,1535.21,,345463.97
16/03/26,ACH DR ADOBE CREATIVE CLOUD,,16/03/26,1846.00,,343617.97
16/03/26,POS 4865XXXXXXXX8245 IRCTC RAIL TICKET BOOKING,,16/03/26,2048.53,,341569.44
17/03/26,UPI/585881963186/PAYTM FASTAG RECHARGE/PYTM,,17/03/26,957.89,,340611.55
18/03/26,UPI/157433963476/SWIGGY FOOD ORDER/HDFC,,18/03/26,1249.00,,339362.55
18/03/26,UPI/634926090057/SWIGGY FOOD ORDER/HDFC,,18/03/26,1249.00,,338113.55
18/03/26,UPI/955907770137/DOMINOS PIZZA IND/ICIC,,18/03/26,664.24,,337449.31
19/03/26,ACH DR GOOGLE ONE STORAGE,,19/03/26,210.00,,337239.31
19/03/26,UPI/428445151130/OLA CABS ANI TECH/PAYTM,,19/03/26,386.31,,336853.00
20/03/26,POS 5583XXXXXXXX8573 MCDONALDS INDIA PVT,,20/03/26,397.58,,336455.42
20/03/26,UPI/495460951680/COUNTRY DELIGHT MILK/AXIS,,20/03/26,720.96,,335734.46
20/03/26,UPI/920318626733/PAYTM FASTAG RECHARGE/PYTM,,20/03/26,896.43,,334838.03
21/03/26,POS 4034XXXXXXXX8061 PRACTO CONSULT,,21/03/26,1167.54,,333670.49
21/03/26,POS 4600XXXXXXXX8790 THIRD WAVE COFFEE,,21/03/26,275.80,,333394.69
21/03/26,UPI/532634380063/CRED CLUB CREDIT CARD BILL/AXIS,,21/03/26,7382.77,,326011.92
22/03/26,POS 4809XXXXXXXX6538 MCDONALDS INDIA PVT,,22/03/26,634.23,,325377.69
22/03/26,UPI/387643789562/BLINKIT GROCERY/HDFC,,22/03/26,856.52,,324521.17
23/03/26,POS 4632XXXXXXXX8315 IRCTC RAIL TICKET BOOKING,,23/03/26,963.35,,323557.82
23/03/26,UPI/925219622428/BEHROUZ BIRYANI/PAYTM,,23/03/26,1187.03,,322370.79
25/03/26,POS 4102XXXXXXXX8154 IRCTC RAIL TICKET BOOKING,,25/03/26,623.48,,321747.31
25/03/26,UPI/872576080264/SWIGGY FOOD ORDER/HDFC,,25/03/26,804.48,,320942.83
26/03/26,IMPS DR-595202514-SELF TRANSFER TO SAVINGS AC,,26/03/26,44956.65,,275986.18
26/03/26,UPI/801329552638/ZEPTO NOW/YESB,,26/03/26,940.45,,275045.73
28/03/26,POS 4402XXXXXXXX4412 THIRD WAVE COFFEE,,28/03/26,577.99,,274467.74
28/03/26,POS 5333XXXXXXXX3323 LAKME SALON,,28/03/26,1067.16,,273400.58
30/03/26,POS 4427XXXXXXXX9572 MYNTRA DESIGNS PVT LTD,,30/03/26,2618.45,,270782.13
30/03/26,POS 5183XXXXXXXX5054 DMART AVENUE SUPERMARTS,,30/03/26,1663.25,,269118.88
30/03/26,UPI/149495872412/UBER INDIA SYSTEMS/HDFC,,30/03/26,686.04,,268432.84
30/03/26,UPI/212693290232/DOMINOS PIZZA IND/ICIC,,30/03/26,916.78,,267516.06
31/03/26,UPI/296651055352/BLINKIT GROCERY/HDFC,,31/03/26,548.82,,266967.24
31/03/26,UPI/647986090510/NYKAA ECOMM/ICIC,,31/03/26,3138.87,,263828.37
01/04/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY APR26,,01/04/26,,199591.37,463419.74
01/04/26,POS 4344XXXXXXXX7522 HPCL PETROL PUMP,,01/04/26,2173.31,,461246.43
01/04/26,POS 5101XXXXXXXX8291 AMAZON SELLER SERVICES,,01/04/26,908.20,,460338.23
02/04/26,UPI/269574650835/NOBROKER PAY RENT LANDLORD/HDFC,,02/04/26,34000.00,,426338.23
02/04/26,UPI/675883361176/OLA CABS ANI TECH/PAYTM,,02/04/26,759.07,,425579.16
04/04/26,POS 4212XXXXXXXX7628 STEAM GAMES VALVE CORP,,04/04/26,985.52,,424593.64
04/04/26,UPI/333411782099/OLA CABS ANI TECH/PAYTM,,04/04/26,386.47,,424207.17
05/04/26,ACH DR HDFC BANK HOME LOAN EMI APR26,,05/04/26,21500.00,,402707.17
05/04/26,UPI/211173138060/BARBEQUE NATION HOSP/HDFC,,05/04/26,1928.54,,400778.63
05/04/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/04/26,1199.00,,399579.63
06/04/26,UPI/923648746647/ZERODHA BROKING MF SIP/ZERO,,06/04/26,20000.00,,379579.63
07/04/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/04/26,649.00,,378930.63
07/04/26,UPI/406663092769/OLA CABS ANI TECH/PAYTM,,07/04/26,497.22,,378433.41
08/04/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/04/26,1760.33,,376673.08
09/04/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/04/26,3015.00,,373658.08
09/04/26,POS 5403XXXXXXXX7599 MYNTRA DESIGNS PVT LTD,,09/04/26,5659.25,,367998.83
10/04/26,UPI/382781229934/LICIOUS MEAT DELIVERY/HDFC,,10/04/26,1781.39,,366217.44
11/04/26,ACH DR SPOTIFY INDIA PREMIUM,,11/04/26,164.00,,366053.44
11/04/26,POS 5120XXXXXXXX6725 STEAM GAMES VALVE CORP,,11/04/26,2055.14,,363998.30
11/04/26,UPI/234569285039/AMAZON SELLER SERV REFUND/HDFC,,11/04/26,,439.99,364438.29
11/04/26,UPI/341117888231/BLINKIT GROCERY/HDFC,,11/04/26,819.79,,363618.50
11/04/26,UPI/764042232967/ZOMATO ONLINE ORDER/YESB,,11/04/26,665.17,,362953.33
12/04/26,POS 5513XXXXXXXX4436 MCDONALDS INDIA PVT,,12/04/26,758.63,,362194.70
12/04/26,UPI/637092005250/MAHANAGAR GAS BILL PAY/MGAS,,12/04/26,961.15,,361233.55
12/04/26,UPI/848549466432/RAPIDO BIKE TAXI/YESB,,12/04/26,199.68,,361033.87
12/04/26,UPI/915561238609/LICIOUS MEAT DELIVERY/HDFC,,12/04/26,1084.36,,359949.51
13/04/26,UPI/149182909959/SWIGGY FOOD ORDER/HDFC,,13/04/26,370.93,,359578.58
14/04/26,UPI/999611066737/BLINKIT GROCERY/HDFC,,14/04/26,1460.49,,358118.09
14/04/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/04/26,599.00,,357519.09
16/04/26,ACH DR ADOBE CREATIVE CLOUD,,16/04/26,1846.00,,355673.09
16/04/26,POS 4976XXXXXXXX7602 HPCL PETROL PUMP,,16/04/26,2837.96,,352835.13
17/04/26,POS 4653XXXXXXXX3986 DMART AVENUE SUPERMARTS,,17/04/26,2490.69,,350344.44
17/04/26,UPI/250789196125/CRED CLUB CREDIT CARD BILL/AXIS,,17/04/26,11778.98,,338565.46
18/04/26,UPI/252039602538/WOW MOMO FOODS/AXIS,,18/04/26,382.65,,338182.81
19/04/26,ACH DR GOOGLE ONE STORAGE,,19/04/26,210.00,,337972.81
19/04/26,POS 5233XXXXXXXX6321 MCDONALDS INDIA PVT,,19/04/26,398.99,,337573.82
19/04/26,UPI/201578766608/LICIOUS MEAT DELIVERY/HDFC,,19/04/26,845.81,,336728.01
21/04/26,POS 5376XXXXXXXX5573 IKEA INDIA PVT LTD,,21/04/26,8560.00,,328168.01
22/04/26,ATW-4050XXXXXXXX2318-HDFC BANK ATM CASH WITHDRAWAL,,22/04/26,2000.00,,326168.01
22/04/26,POS 4751XXXXXXXX5598 MYNTRA DESIGNS PVT LTD,,22/04/26,1051.99,,325116.02
22/04/26,SMS ALERT CHARGES INCL GST,,22/04/26,23.60,,325092.42
23/04/26,ATW-4256XXXXXXXX9964-HDFC BANK ATM CASH WITHDRAWAL,,23/04/26,2000.00,,323092.42
23/04/26,POS 4912XXXXXXXX5030 MYNTRA DESIGNS PVT LTD,,23/04/26,2902.53,,320189.89
23/04/26,UPI/120173330804/BEHROUZ BIRYANI/PAYTM,,23/04/26,1031.79,,319158.10
23/04/26,UPI/252639258843/RAPIDO BIKE TAXI/YESB,,23/04/26,165.56,,318992.54
25/04/26,UPI/500619798295/COUNTRY DELIGHT MILK/AXIS,,25/04/26,845.95,,318146.59
25/04/26,UPI/853303824152/DOMINOS PIZZA IND/ICIC,,25/04/26,1224.72,,316921.87
26/04/26,IMPS DR-866707872-SELF TRANSFER TO SAVINGS AC,,26/04/26,46257.86,,270664.01
26/04/26,POS 4710XXXXXXXX7287 THIRD WAVE COFFEE,,26/04/26,304.26,,270359.75
26/04/26,UPI/602383128775/PAYTM FASTAG RECHARGE/PYTM,,26/04/26,551.94,,269807.81
27/04/26,UPI/781901234329/URBAN COMPANY SALON/HDFC,,27/04/26,1933.35,,267874.46
29/04/26,POS 5407XXXXXXXX9958 IRCTC RAIL TICKET BOOKING,,29/04/26,2258.06,,265616.40
30/04/26,UPI/684722241795/ZOMATO ONLINE ORDER/YESB,,30/04/26,336.41,,265279.99
01/05/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY MAY26,,01/05/26,,200691.72,465971.71
01/05/26,UPI/861883804725/UBER INDIA SYSTEMS/HDFC,,01/05/26,329.40,,465642.31
02/05/26,UPI/699161431364/BEHROUZ BIRYANI/PAYTM,,02/05/26,637.72,,465004.59
02/05/26,UPI/774716096058/NOBROKER PAY RENT LANDLORD/HDFC,,02/05/26,34000.00,,431004.59
03/05/26,UPI/785496170208/SWIGGY FOOD ORDER/HDFC,,03/05/26,473.77,,430530.82
05/05/26,ACH DR HDFC BANK HOME LOAN EMI MAY26,,05/05/26,21500.00,,409030.82
05/05/26,POS 4012XXXXXXXX3441 MCDONALDS INDIA PVT,,05/05/26,417.66,,408613.16
05/05/26,POS 5127XXXXXXXX9397 IKEA INDIA PVT LTD,,05/05/26,3103.48,,405509.68
05/05/26,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,05/05/26,1199.00,,404310.68
06/05/26,POS 4033XXXXXXXX9076 CHAAYOS TEA CAFE,,06/05/26,296.52,,404014.16
06/05/26,UPI/259009383906/ZERODHA BROKING MF SIP/ZERO,,06/05/26,20000.00,,384014.16
07/05/26,ACH DR NETFLIX ENTERTAINMENT SVC,,07/05/26,649.00,,383365.16
07/05/26,POS 5033XXXXXXXX6224 STARBUCKS COFFEE INDIA,,07/05/26,404.84,,382960.32
07/05/26,UPI/297826531622/LICIOUS MEAT DELIVERY/HDFC,,07/05/26,1375.91,,381584.41
08/05/26,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,08/05/26,3172.65,,378411.76
09/05/26,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,09/05/26,3015.00,,375396.76
09/05/26,POS 4171XXXXXXXX5097 DMART AVENUE SUPERMARTS,,09/05/26,3130.66,,372266.10
09/05/26,POS 4595XXXXXXXX9271 STARBUCKS COFFEE INDIA,,09/05/26,638.29,,371627.81
09/05/26,POS 4956XXXXXXXX8036 PVR CINEMAS LTD,,09/05/26,793.84,,370833.97
10/05/26,POS 4765XXXXXXXX5335 MYNTRA DESIGNS PVT LTD,,10/05/26,1392.01,,369441.96
10/05/26,UPI/348195089005/NAMMA YATRI/AXIS,,10/05/26,245.81,,369196.15
11/05/26,ACH DR SPOTIFY INDIA PREMIUM,,11/05/26,164.00,,369032.15
11/05/26,UPI/373385316461/BIGBASKET SUPERMKT/ICIC,,11/05/26,2019.78,,367012.37
12/05/26,UPI/252893817790/MAHANAGAR GAS BILL PAY/MGAS,,12/05/26,971.81,,366040.56
12/05/26,UPI/499722343294/BLINKIT GROCERY/HDFC,,12/05/26,1160.77,,364879.79
13/05/26,POS 4045XXXXXXXX2442 MCDONALDS INDIA PVT,,13/05/26,540.35,,364339.44
14/05/26,UPI/426424272951/AMAZON SELLER SERV REFUND/HDFC,,14/05/26,,2871.04,367210.48
14/05/26,UPI/451824844824/DOMINOS PIZZA IND/ICIC,,14/05/26,400.83,,366809.65
14/05/26,UPI/703460435721/FLIPKART INTERNET/HDFC,,14/05/26,7236.55,,359573.10
14/05/26,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,14/05/26,599.00,,358974.10
15/05/26,POS 4613XXXXXXXX5255 HPCL PETROL PUMP,,15/05/26,3109.66,,355864.44
16/05/26,ACH DR ADOBE CREATIVE CLOUD,,16/05/26,1846.00,,354018.44
16/05/26,UPI/339682802607/UBER INDIA SYSTEMS/HDFC,,16/05/26,728.35,,353290.09
16/05/26,UPI/903696767268/BIGBASKET SUPERMKT/ICIC,,16/05/26,1255.73,,352034.36
17/05/26,POS 4056XXXXXXXX7336 HPCL PETROL PUMP,,17/05/26,1637.44,,350396.92
17/05/26,POS 4328XXXXXXXX5128 CULT FIT FITNESS,,17/05/26,1660.30,,348736.62
17/05/26,POS 5322XXXXXXXX9390 MCDONALDS INDIA PVT,,17/05/26,771.21,,347965.41
17/05/26,UPI/745551927674/BLINKIT GROCERY/HDFC,,17/05/26,1718.94,,346246.47
18/05/26,POS 4584XXXXXXXX9689 HPCL PETROL PUMP,,18/05/26,2617.05,,343629.42
18/05/26,POS 5589XXXXXXXX4635 LAKME SALON,,18/05/26,1580.80,,342048.62
18/05/26,UPI/844150973895/DOMINOS PIZZA IND/ICIC,,18/05/26,791.98,,341256.64
19/05/26,ACH DR GOOGLE ONE STORAGE,,19/05/26,210.00,,341046.64
20/05/26,POS 4116XXXXXXXX2533 LAKME SALON,,20/05/26,1102.92,,339943.72
20/05/26,UPI/340812462495/DOMINOS PIZZA IND/ICIC,,20/05/26,668.27,,339275.45
22/05/26,ATW-5435XXXXXXXX3899-HDFC BANK ATM CASH WITHDRAWAL,,22/05/26,10000.00,,329275.45
23/05/26,UPI/139205316986/PAYTM FASTAG RECHARGE/PYTM,,23/05/26,659.64,,328615.81
23/05/26,UPI/294284538182/SWIGGY FOOD ORDER/HDFC,,23/05/26,242.42,,328373.39
23/05/26,UPI/804054932279/ZEPTO NOW/YESB,,23/05/26,366.54,,328006.85
24/05/26,POS 4743XXXXXXXX3850 DECATHLON SPORTS INDIA,,24/05/26,2509.34,,325497.51
24/05/26,UPI/326231677156/ZOMATO ONLINE ORDER/YESB,,24/05/26,1143.16,,324354.35
24/05/26,UPI/434933080499/RAPIDO BIKE TAXI/YESB,,24/05/26,124.98,,324229.37
25/05/26,POS 4461XXXXXXXX4612 CHAAYOS TEA CAFE,,25/05/26,406.33,,323823.04
25/05/26,UPI/596733183881/OLA CABS ANI TECH/PAYTM,,25/05/26,569.18,,323253.86
26/05/26,POS 4600XXXXXXXX7053 HPCL PETROL PUMP,,26/05/26,2988.16,,320265.70
26/05/26,POS 4855XXXXXXXX3079 CHAAYOS TEA CAFE,,26/05/26,307.31,,319958.39
27/05/26,IMPS DR-499555282-SELF TRANSFER TO SAVINGS AC,,27/05/26,29256.51,,290701.88
27/05/26,POS 4000XXXXXXXX3905 DMART AVENUE SUPERMARTS,,27/05/26,1858.88,,288843.00
27/05/26,UPI/205203505825/BEHROUZ BIRYANI/PAYTM,,27/05/26,710.29,,288132.71
28/05/26,POS 4118XXXXXXXX8356 MCDONALDS INDIA PVT,,28/05/26,686.51,,287446.20
29/05/26,POS 4313XXXXXXXX3511 HPCL PETROL PUMP,,29/05/26,2101.44,,285344.76
30/05/26,UPI/679339130297/COUNTRY DELIGHT MILK/AXIS,,30/05/26,616.10,,284728.66
30/05/26,UPI/832589176235/RAPIDO BIKE TAXI/YESB,,30/05/26,143.09,,284585.57
31/05/26,POS 4095XXXXXXXX3410 HPCL PETROL PUMP,,31/05/26,2056.13,,282529.44
31/05/26,POS 5003XXXXXXXX2858 THIRD WAVE COFFEE,,31/05/26,507.89,,282021.55
01/06/26,NEFT CR-HDFC0000123-ACME TECHNOLOGIES PVT LTD-SALARY JUN26,,01/06/26,,199657.26,481678.81
01/06/26,POS 5352XXXXXXXX5121 MCDONALDS INDIA PVT,,01/06/26,493.26,,481185.55
02/06/26,UPI/962177226223/NOBROKER PAY RENT LANDLORD/HDFC,,02/06/26,34000.00,,447185.55
03/06/26,POS 5297XXXXXXXX5876 AMAZON SELLER SERVICES,,03/06/26,1647.27,,445538.28
04/06/26,UPI/183516201889/COUNTRY DELIGHT MILK/AXIS,,04/06/26,470.19,,445068.09
