Account Name,DUAL-INCOME HOUSEHOLD WITH A CHILD
Account Number,______4898

Txn Date,Value Date,Description,Ref No./Cheque No.,Debit,Credit,Balance
01 Jun 2025,01 Jun 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY JUN25,,,308512.68,880664.17
01 Jun 2025,01 Jun 2025,POS 5540XXXXXXXX8570 STARBUCKS COFFEE INDIA,,1048.25,,879615.92
02 Jun 2025,02 Jun 2025,UPI/769106553903/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,827615.92
03 Jun 2025,03 Jun 2025,POS 5114XXXXXXXX1213 HPCL PETROL PUMP,,2748.90,,824867.02
04 Jun 2025,04 Jun 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,806367.02
04 Jun 2025,04 Jun 2025,UPI/505089739587/SWIGGY FOOD ORDER/HDFC,,924.20,,805442.82
05 Jun 2025,05 Jun 2025,ACH DR HDFC BANK HOME LOAN EMI JUN25,,38000.00,,767442.82
05 Jun 2025,05 Jun 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,766047.82
06 Jun 2025,06 Jun 2025,UPI/116942794750/ZERODHA BROKING MF SIP/ZERO,,35000.00,,731047.82
07 Jun 2025,07 Jun 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,730237.82
07 Jun 2025,07 Jun 2025,POS 4517XXXXXXXX3389 MCDONALDS INDIA PVT,,465.00,,729772.82
07 Jun 2025,07 Jun 2025,POS 4861XXXXXXXX9843 IKEA INDIA PVT LTD,,12663.48,,717109.34
07 Jun 2025,07 Jun 2025,UPI/165810319141/UBER INDIA SYSTEMS/HDFC,,795.81,,716313.53
08 Jun 2025,08 Jun 2025,POS 4642XXXXXXXX3506 PVR CINEMAS LTD,,1490.81,,714822.72
08 Jun 2025,08 Jun 2025,UPI/104266824188/RAPIDO BIKE TAXI/YESB,,348.84,,714473.88
08 Jun 2025,08 Jun 2025,UPI/295729092084/WOW MOMO FOODS/AXIS,,952.53,,713521.35
08 Jun 2025,08 Jun 2025,UPI/740428495618/NYKAA ECOMM/ICIC,,3657.63,,709863.72
08 Jun 2025,08 Jun 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,3020.46,,706843.26
09 Jun 2025,09 Jun 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,704393.26
09 Jun 2025,09 Jun 2025,POS 5333XXXXXXXX6319 THIRD WAVE COFFEE,,283.54,,704109.72
10 Jun 2025,10 Jun 2025,UPI/802145615445/OLA CABS ANI TECH/PAYTM,,986.52,,703123.20
10 Jun 2025,10 Jun 2025,UPI/919468811114/WOW MOMO FOODS/AXIS,,376.31,,702746.89
11 Jun 2025,11 Jun 2025,ACH DR SPOTIFY INDIA PREMIUM,,185.00,,702561.89
11 Jun 2025,11 Jun 2025,POS 4220XXXXXXXX2234 DECATHLON SPORTS INDIA,,1777.90,,700783.99
11 Jun 2025,11 Jun 2025,UPI/919429452382/NAMMA YATRI/AXIS,,411.36,,700372.63
12 Jun 2025,12 Jun 2025,UPI/760624718286/MAHANAGAR GAS BILL PAY/MGAS,,1067.87,,699304.76
13 Jun 2025,13 Jun 2025,POS 4899XXXXXXXX5746 AMAZON SELLER SERVICES,,1588.85,,697715.91
13 Jun 2025,13 Jun 2025,POS 5516XXXXXXXX4963 HPCL PETROL PUMP,,3671.42,,694044.49
14 Jun 2025,14 Jun 2025,POS 4090XXXXXXXX3528 THIRD WAVE COFFEE,,448.83,,693595.66
14 Jun 2025,14 Jun 2025,UPI/815566838586/RAPIDO BIKE TAXI/YESB,,179.10,,693416.56
14 Jun 2025,14 Jun 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,599.00,,692817.56
15 Jun 2025,15 Jun 2025,ATW-5583XXXXXXXX1751-HDFC BANK ATM CASH WITHDRAWAL,,10000.00,,682817.56
16 Jun 2025,16 Jun 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,680798.56
16 Jun 2025,16 Jun 2025,ATW-4126XXXXXXXX5401-HDFC BANK ATM CASH WITHDRAWAL,,5000.00,,675798.56
16 Jun 2025,16 Jun 2025,POS 5106XXXXXXXX6231 HPCL PETROL PUMP,,3960.60,,671837.96
17 Jun 2025,17 Jun 2025,UPI/824149720206/CRED CLUB CREDIT CARD BILL/AXIS,,11767.16,,660070.80
19 Jun 2025,19 Jun 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,659828.80
19 Jun 2025,19 Jun 2025,UPI/811104770719/AMAZON SELLER SERV REFUND/HDFC,,,1991.94,661820.74
20 Jun 2025,20 Jun 2025,POS 5083XXXXXXXX7408 IKEA INDIA PVT LTD,,3685.53,,658135.21
20 Jun 2025,20 Jun 2025,POS 5244XXXXXXXX3536 IRCTC RAIL TICKET BOOKING,,1917.27,,656217.94
20 Jun 2025,20 Jun 2025,UPI/109534551142/DOMINOS PIZZA IND/ICIC,,1076.91,,655141.03
21 Jun 2025,21 Jun 2025,POS 5199XXXXXXXX8493 MCDONALDS INDIA PVT,,735.78,,654405.25
21 Jun 2025,21 Jun 2025,UPI/813586910937/LICIOUS MEAT DELIVERY/HDFC,,852.47,,653552.78
22 Jun 2025,22 Jun 2025,POS 5402XXXXXXXX1544 IRCTC RAIL TICKET BOOKING,,1984.69,,651568.09
22 Jun 2025,22 Jun 2025,UPI/902918283051/BLINKIT GROCERY/HDFC,,793.53,,650774.56
23 Jun 2025,23 Jun 2025,POS 5066XXXXXXXX2309 IRCTC RAIL TICKET BOOKING,,1708.90,,649065.66
26 Jun 2025,26 Jun 2025,UPI/787381572646/RAPIDO BIKE TAXI/YESB,,199.02,,648866.64
27 Jun 2025,27 Jun 2025,UPI/223890549192/UBER INDIA SYSTEMS/HDFC,,520.91,,648345.73
28 Jun 2025,28 Jun 2025,UPI/458783760915/DOMINOS PIZZA IND/ICIC,,1852.57,,646493.16
28 Jun 2025,28 Jun 2025,UPI/655155219708/COUNTRY DELIGHT MILK/AXIS,,797.36,,645695.80
30 Jun 2025,30 Jun 2025,UPI/858238489186/ZOMATO ONLINE ORDER/YESB,,372.33,,645323.47
01 Jul 2025,01 Jul 2025,ATM CASH WDL CHARGE EXCEEDING FREE LIMIT INCL GST,,25.96,,645297.51
01 Jul 2025,01 Jul 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY JUL25,,,310100.15,955397.66
01 Jul 2025,01 Jul 2025,POS 4613XXXXXXXX8083 HPCL PETROL PUMP,,5661.22,,949736.44
02 Jul 2025,02 Jul 2025,UPI/394430748330/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,897736.44
03 Jul 2025,03 Jul 2025,POS 4252XXXXXXXX1361 LAKME SALON,,2440.22,,895296.22
03 Jul 2025,03 Jul 2025,POS 4818XXXXXXXX5416 HPCL PETROL PUMP,,4977.39,,890318.83
04 Jul 2025,04 Jul 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,871818.83
04 Jul 2025,04 Jul 2025,POS 4944XXXXXXXX8730 CHAAYOS TEA CAFE,,503.41,,871315.42
04 Jul 2025,04 Jul 2025,UPI/597723394982/UBER INDIA SYSTEMS/HDFC,,894.93,,870420.49
05 Jul 2025,05 Jul 2025,ACH DR HDFC BANK HOME LOAN EMI JUL25,,38000.00,,832420.49
05 Jul 2025,05 Jul 2025,UPI/921537112624/PAYTM FASTAG RECHARGE/PYTM,,769.86,,831650.63
05 Jul 2025,05 Jul 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,830255.63
06 Jul 2025,06 Jul 2025,UPI/373167503635/BLINKIT GROCERY/HDFC,,1046.34,,829209.29
06 Jul 2025,06 Jul 2025,UPI/624665174649/ZERODHA BROKING MF SIP/ZERO,,35000.00,,794209.29
06 Jul 2025,06 Jul 2025,UPI/867130928639/PAYTM FASTAG RECHARGE/PYTM,,779.99,,793429.30
06 Jul 2025,06 Jul 2025,UPI/990517717656/DOMINOS PIZZA IND/ICIC,,1163.25,,792266.05
07 Jul 2025,07 Jul 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,791456.05
07 Jul 2025,07 Jul 2025,UPI/322196410530/PAYTM FASTAG RECHARGE/PYTM,,970.00,,790486.05
08 Jul 2025,08 Jul 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4274.49,,786211.56
09 Jul 2025,09 Jul 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,783761.56
09 Jul 2025,09 Jul 2025,ATW-5599XXXXXXXX9182-HDFC BANK ATM CASH WITHDRAWAL,,10000.00,,773761.56
09 Jul 2025,09 Jul 2025,POS 4784XXXXXXXX8219 PRACTO CONSULT,,1207.32,,772554.24
09 Jul 2025,09 Jul 2025,POS 5588XXXXXXXX9237 DMART AVENUE SUPERMARTS,,5876.01,,766678.23
10 Jul 2025,10 Jul 2025,NEFT DR-GREENWOOD HIGH SCHOOL-TERM FEE,,46000.00,,720678.23
10 Jul 2025,10 Jul 2025,UPI/943328863036/ZEPTO NOW/YESB,,766.82,,719911.41
11 Jul 2025,11 Jul 2025,ACH DR SPOTIFY INDIA PREMIUM,,185.00,,719726.41
11 Jul 2025,11 Jul 2025,POS 4327XXXXXXXX3054 HPCL PETROL PUMP,,3006.29,,716720.12
11 Jul 2025,11 Jul 2025,POS 5590XXXXXXXX1533 CHAAYOS TEA CAFE,,453.48,,716266.64
12 Jul 2025,12 Jul 2025,ATW-5563XXXXXXXX7552-HDFC BANK ATM CASH WITHDRAWAL,,10000.00,,706266.64
12 Jul 2025,12 Jul 2025,UPI/422225190038/MAHANAGAR GAS BILL PAY/MGAS,,958.08,,705308.56
12 Jul 2025,12 Jul 2025,UPI/661941005488/WOW MOMO FOODS/AXIS,,600.29,,704708.27
13 Jul 2025,13 Jul 2025,POS 4694XXXXXXXX6892 CULT FIT FITNESS,,2712.30,,701995.97
13 Jul 2025,13 Jul 2025,UPI/420072497138/DOMINOS PIZZA IND/ICIC,,1397.13,,700598.84
14 Jul 2025,14 Jul 2025,UPI/300086290188/NYKAA ECOMM/ICIC,,850.77,,699748.07
14 Jul 2025,14 Jul 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,699011.07
16 Jul 2025,16 Jul 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,696992.07
16 Jul 2025,16 Jul 2025,UPI/997666224021/ZOMATO ONLINE ORDER/YESB,,1011.19,,695980.88
18 Jul 2025,18 Jul 2025,POS 5359XXXXXXXX4317 IKEA INDIA PVT LTD,,5666.24,,690314.64
18 Jul 2025,18 Jul 2025,UPI/654814171105/UBER INDIA SYSTEMS/HDFC,,824.76,,689489.88
19 Jul 2025,19 Jul 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,689247.88
19 Jul 2025,19 Jul 2025,POS 4350XXXXXXXX3777 THIRD WAVE COFFEE,,563.08,,688684.80
19 Jul 2025,19 Jul 2025,POS 4377XXXXXXXX1319 DMART AVENUE SUPERMARTS,,2293.59,,686391.21
19 Jul 2025,19 Jul 2025,UPI/980588731254/PAYTM FASTAG RECHARGE/PYTM,,961.52,,685429.69
20 Jul 2025,20 Jul 2025,POS 4874XXXXXXXX6057 HPCL PETROL PUMP,,2053.65,,683376.04
20 Jul 2025,20 Jul 2025,POS 5183XXXXXXXX3716 STARBUCKS COFFEE INDIA,,744.50,,682631.54
21 Jul 2025,21 Jul 2025,POS 4694XXXXXXXX8756 IKEA INDIA PVT LTD,,13357.37,,669274.17
21 Jul 2025,21 Jul 2025,POS 5356XXXXXXXX2618 IRCTC RAIL TICKET BOOKING,,3736.91,,665537.26
21 Jul 2025,21 Jul 2025,UPI/445305388189/BARBEQUE NATION HOSP/HDFC,,4465.29,,661071.97
23 Jul 2025,23 Jul 2025,POS 4570XXXXXXXX3914 CHAAYOS TEA CAFE,,249.02,,660822.95
24 Jul 2025,24 Jul 2025,UPI/770825799931/ZEPTO NOW/YESB,,530.70,,660292.25
25 Jul 2025,25 Jul 2025,SMS ALERT CHARGES INCL GST,,23.60,,660268.65
26 Jul 2025,26 Jul 2025,UPI/426448007917/PAYTM FASTAG RECHARGE/PYTM,,736.90,,659531.75
26 Jul 2025,26 Jul 2025,UPI/863897227139/BLINKIT GROCERY/HDFC,,457.65,,659074.10
27 Jul 2025,27 Jul 2025,UPI/728128568227/DOMINOS PIZZA IND/ICIC,,1367.81,,657706.29
28 Jul 2025,28 Jul 2025,POS 5164XXXXXXXX3608 IRCTC RAIL TICKET BOOKING,,2211.89,,655494.40
29 Jul 2025,29 Jul 2025,POS 4639XXXXXXXX5894 IRCTC RAIL TICKET BOOKING,,1620.01,,653874.39
30 Jul 2025,30 Jul 2025,UPI/789273345653/BEHROUZ BIRYANI/PAYTM,,1412.38,,652462.01
31 Jul 2025,31 Jul 2025,POS 5351XXXXXXXX7073 IKEA INDIA PVT LTD,,12102.59,,640359.42
01 Aug 2025,01 Aug 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY AUG25,,,308715.72,949075.14
01 Aug 2025,01 Aug 2025,UPI/427456009348/BIGBASKET SUPERMKT/ICIC,,3073.98,,946001.16
02 Aug 2025,02 Aug 2025,UPI/841871803092/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,894001.16
03 Aug 2025,03 Aug 2025,UPI/773371555366/DOMINOS PIZZA IND/ICIC,,1612.84,,892388.32
04 Aug 2025,04 Aug 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,873888.32
05 Aug 2025,05 Aug 2025,ACH DR HDFC BANK HOME LOAN EMI AUG25,,38000.00,,835888.32
05 Aug 2025,05 Aug 2025,POS 5299XXXXXXXX7331 CHAAYOS TEA CAFE,,242.77,,835645.55
05 Aug 2025,05 Aug 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,834250.55
06 Aug 2025,06 Aug 2025,UPI/598317564346/ZERODHA BROKING MF SIP/ZERO,,35000.00,,799250.55
07 Aug 2025,07 Aug 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,798440.55
08 Aug 2025,08 Aug 2025,UPI/604760645440/BEHROUZ BIRYANI/PAYTM,,713.03,,797727.52
08 Aug 2025,08 Aug 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,2222.87,,795504.65
09 Aug 2025,09 Aug 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,793054.65
09 Aug 2025,09 Aug 2025,POS 4519XXXXXXXX8525 CHAAYOS TEA CAFE,,578.50,,792476.15
09 Aug 2025,09 Aug 2025,UPI/793257348867/BIGBASKET SUPERMKT/ICIC,,2981.46,,789494.69
10 Aug 2025,10 Aug 2025,POS 4959XXXXXXXX2503 CHAAYOS TEA CAFE,,438.13,,789056.56
11 Aug 2025,11 Aug 2025,ACH DR SPOTIFY INDIA PREMIUM,,185.00,,788871.56
11 Aug 2025,11 Aug 2025,UPI/208107334065/URBAN COMPANY SALON/HDFC,,2108.96,,786762.60
12 Aug 2025,12 Aug 2025,POS 4434XXXXXXXX4737 IRCTC RAIL TICKET BOOKING,,1275.47,,785487.13
12 Aug 2025,12 Aug 2025,POS 4591XXXXXXXX3323 STARBUCKS COFFEE INDIA,,444.79,,785042.34
12 Aug 2025,12 Aug 2025,UPI/389420891135/MAHANAGAR GAS BILL PAY/MGAS,,992.54,,784049.80
12 Aug 2025,12 Aug 2025,UPI/506025688976/URBAN COMPANY SALON/HDFC,,997.98,,783051.82
13 Aug 2025,13 Aug 2025,ATW-4032XXXXXXXX8613-HDFC BANK ATM CASH WITHDRAWAL,,10000.00,,773051.82
13 Aug 2025,13 Aug 2025,UPI/625246222940/DOMINOS PIZZA IND/ICIC,,1403.55,,771648.27
14 Aug 2025,14 Aug 2025,POS 4826XXXXXXXX1762 STARBUCKS COFFEE INDIA,,542.45,,771105.82
14 Aug 2025,14 Aug 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,770368.82
15 Aug 2025,15 Aug 2025,UPI/287542630348/FLIPKART INTERNET/HDFC,,6709.89,,763658.93
16 Aug 2025,16 Aug 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,761639.93
17 Aug 2025,17 Aug 2025,POS 5395XXXXXXXX6415 THIRD WAVE COFFEE,,742.26,,760897.67
18 Aug 2025,18 Aug 2025,UPI/670073539675/BEHROUZ BIRYANI/PAYTM,,1089.09,,759808.58
18 Aug 2025,18 Aug 2025,UPI/823866937224/CRED CLUB CREDIT CARD BILL/AXIS,,10749.59,,749058.99
19 Aug 2025,19 Aug 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,748816.99
20 Aug 2025,20 Aug 2025,UPI/939683891254/BEHROUZ BIRYANI/PAYTM,,1604.55,,747212.44
22 Aug 2025,22 Aug 2025,UPI/294777805852/WOW MOMO FOODS/AXIS,,495.76,,746716.68
23 Aug 2025,23 Aug 2025,UPI/810648698293/SWIGGY FOOD ORDER/HDFC,,870.13,,745846.55
26 Aug 2025,26 Aug 2025,IMPS DR-694953336-SELF TRANSFER TO SAVINGS AC,,69398.64,,676447.91
26 Aug 2025,26 Aug 2025,POS 5175XXXXXXXX8733 CHAAYOS TEA CAFE,,372.68,,676075.23
27 Aug 2025,27 Aug 2025,UPI/573922337498/UBER INDIA SYSTEMS/HDFC,,248.96,,675826.27
29 Aug 2025,29 Aug 2025,POS 4679XXXXXXXX9978 MCDONALDS INDIA PVT,,535.47,,675290.80
29 Aug 2025,29 Aug 2025,UPI/298693335108/LICIOUS MEAT DELIVERY/HDFC,,1289.54,,674001.26
29 Aug 2025,29 Aug 2025,UPI/669864929680/NAMMA YATRI/AXIS,,233.59,,673767.67
29 Aug 2025,29 Aug 2025,UPI/748827128859/APOLLO PHARMACY/HDFC,,1824.92,,671942.75
30 Aug 2025,30 Aug 2025,POS 4313XXXXXXXX1896 THIRD WAVE COFFEE,,738.95,,671203.80
31 Aug 2025,31 Aug 2025,UPI/103485075014/ZOMATO ONLINE ORDER/YESB,,1184.78,,670019.02
01 Sep 2025,01 Sep 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY SEP25,,,334360.49,1004379.51
01 Sep 2025,01 Sep 2025,POS 4387XXXXXXXX6520 IRCTC RAIL TICKET BOOKING,,2234.91,,1002144.60
01 Sep 2025,01 Sep 2025,UPI/167448741893/LICIOUS MEAT DELIVERY/HDFC,,1067.99,,1001076.61
01 Sep 2025,01 Sep 2025,UPI/992755442605/FLIPKART INTERNET/HDFC,,6615.40,,994461.21
02 Sep 2025,02 Sep 2025,POS 5235XXXXXXXX9540 HPCL PETROL PUMP,,3872.33,,990588.88
02 Sep 2025,02 Sep 2025,UPI/875520816707/PHARMEASY ONLINE/ICIC,,1613.00,,988975.88
02 Sep 2025,02 Sep 2025,UPI/982586825772/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,936975.88
03 Sep 2025,03 Sep 2025,UPI/474912448138/NYKAA ECOMM/ICIC,,3735.95,,933239.93
03 Sep 2025,03 Sep 2025,UPI/607351849774/UBER INDIA SYSTEMS/HDFC,,954.18,,932285.75
04 Sep 2025,04 Sep 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,913785.75
05 Sep 2025,05 Sep 2025,ACH DR HDFC BANK HOME LOAN EMI SEP25,,38000.00,,875785.75
05 Sep 2025,05 Sep 2025,UPI/579540920462/BEHROUZ BIRYANI/PAYTM,,934.32,,874851.43
05 Sep 2025,05 Sep 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,873456.43
06 Sep 2025,06 Sep 2025,POS 4862XXXXXXXX9403 PVR CINEMAS LTD,,1746.65,,871709.78
06 Sep 2025,06 Sep 2025,UPI/251532497913/BEHROUZ BIRYANI/PAYTM,,1719.03,,869990.75
06 Sep 2025,06 Sep 2025,UPI/320173331820/COUNTRY DELIGHT MILK/AXIS,,824.77,,869165.98
06 Sep 2025,06 Sep 2025,UPI/376416769737/NAMMA YATRI/AXIS,,364.83,,868801.15
06 Sep 2025,06 Sep 2025,UPI/812031607372/ZERODHA BROKING MF SIP/ZERO,,35000.00,,833801.15
07 Sep 2025,07 Sep 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,832991.15
07 Sep 2025,07 Sep 2025,UPI/344588148921/WOW MOMO FOODS/AXIS,,931.00,,832060.15
07 Sep 2025,07 Sep 2025,UPI/354663569793/UBER INDIA SYSTEMS/HDFC,,352.39,,831707.76
07 Sep 2025,07 Sep 2025,UPI/580295255818/BOOKMYSHOW TICKETS/HDFC,,2061.66,,829646.10
08 Sep 2025,08 Sep 2025,POS 4029XXXXXXXX2647 STARBUCKS COFFEE INDIA,,533.37,,829112.73
08 Sep 2025,08 Sep 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,4526.12,,824586.61
09 Sep 2025,09 Sep 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,822136.61
09 Sep 2025,09 Sep 2025,UPI/504720234326/PAYTM FASTAG RECHARGE/PYTM,,880.02,,821256.59
10 Sep 2025,10 Sep 2025,UPI/834418706307/OLA CABS ANI TECH/PAYTM,,1092.70,,820163.89
11 Sep 2025,11 Sep 2025,ACH DR SPOTIFY INDIA PREMIUM,,206.00,,819957.89
12 Sep 2025,12 Sep 2025,UPI/479505849910/MAHANAGAR GAS BILL PAY/MGAS,,716.70,,819241.19
13 Sep 2025,13 Sep 2025,POS 4512XXXXXXXX2910 THIRD WAVE COFFEE,,800.04,,818441.15
13 Sep 2025,13 Sep 2025,POS 4866XXXXXXXX8013 DMART AVENUE SUPERMARTS,,4976.30,,813464.85
14 Sep 2025,14 Sep 2025,ATW-4755XXXXXXXX7171-HDFC BANK ATM CASH WITHDRAWAL,,3000.00,,810464.85
14 Sep 2025,14 Sep 2025,UPI/AUTOPAY/JIO POSTPAID BILL/RJIO,,737.00,,809727.85
15 Sep 2025,15 Sep 2025,POS 4141XXXXXXXX4016 MYNTRA DESIGNS PVT LTD,,6155.62,,803572.23
15 Sep 2025,15 Sep 2025,UPI/454231650136/PAYTM FASTAG RECHARGE/PYTM,,1134.18,,802438.05
16 Sep 2025,16 Sep 2025,ACH DR ADOBE CREATIVE CLOUD,,2019.00,,800419.05
16 Sep 2025,16 Sep 2025,UPI/269707923467/UBER INDIA SYSTEMS/HDFC,,635.28,,799783.77
19 Sep 2025,19 Sep 2025,ACH DR GOOGLE ONE STORAGE,,242.00,,799541.77
19 Sep 2025,19 Sep 2025,POS 5464XXXXXXXX2847 MCDONALDS INDIA PVT,,862.82,,798678.95
19 Sep 2025,19 Sep 2025,UPI/510570052869/PAYTM FASTAG RECHARGE/PYTM,,1174.94,,797504.01
20 Sep 2025,20 Sep 2025,POS 4601XXXXXXXX5364 MCDONALDS INDIA PVT,,551.14,,796952.87
20 Sep 2025,20 Sep 2025,POS 4676XXXXXXXX7891 DMART AVENUE SUPERMARTS,,5480.09,,791472.78
20 Sep 2025,20 Sep 2025,UPI/743982247985/CRED CLUB CREDIT CARD BILL/AXIS,,14071.70,,777401.08
21 Sep 2025,21 Sep 2025,POS 4496XXXXXXXX7834 CHAAYOS TEA CAFE,,546.84,,776854.24
21 Sep 2025,21 Sep 2025,POS 4624XXXXXXXX5682 CULT FIT FITNESS,,3066.61,,773787.63
22 Sep 2025,22 Sep 2025,UPI/713243492390/URBAN COMPANY SALON/HDFC,,1446.88,,772340.75
23 Sep 2025,23 Sep 2025,UPI/550863184426/DOMINOS PIZZA IND/ICIC,,1028.86,,771311.89
24 Sep 2025,24 Sep 2025,UPI/625780377193/BEHROUZ BIRYANI/PAYTM,,726.71,,770585.18
26 Sep 2025,26 Sep 2025,IMPS DR-338438390-SELF TRANSFER TO SAVINGS AC,,52724.70,,717860.48
27 Sep 2025,27 Sep 2025,POS 4997XXXXXXXX4706 CHAAYOS TEA CAFE,,467.10,,717393.38
27 Sep 2025,27 Sep 2025,UPI/759530057060/COUNTRY DELIGHT MILK/AXIS,,844.00,,716549.38
28 Sep 2025,28 Sep 2025,UPI/548056839944/DOMINOS PIZZA IND/ICIC,,707.62,,715841.76
28 Sep 2025,28 Sep 2025,UPI/616079692257/LICIOUS MEAT DELIVERY/HDFC,,1863.05,,713978.71
29 Sep 2025,29 Sep 2025,POS 5198XXXXXXXX3592 HPCL PETROL PUMP,,4733.62,,709245.09
30 Sep 2025,30 Sep 2025,POS 4190XXXXXXXX4089 THIRD WAVE COFFEE,,287.37,,708957.72
01 Oct 2025,01 Oct 2025,NEFT CR-ICIC0000456-NORTHSTAR ANALYTICS LLP-SALARY OCT25,,,334978.86,1043936.58
02 Oct 2025,02 Oct 2025,UPI/993320444994/NOBROKER PAY RENT LANDLORD/HDFC,,52000.00,,991936.58
03 Oct 2025,03 Oct 2025,UPI/126772702431/NAMMA YATRI/AXIS,,344.64,,991591.94
04 Oct 2025,04 Oct 2025,ACH DR LITTLE SCHOLARS DAYCARE MONTHLY FEE,,18500.00,,973091.94
04 Oct 2025,04 Oct 2025,POS 4534XXXXXXXX5240 PRACTO CONSULT,,1211.10,,971880.84
04 Oct 2025,04 Oct 2025,UPI/454657649402/LICIOUS MEAT DELIVERY/HDFC,,2348.98,,969531.86
04 Oct 2025,04 Oct 2025,UPI/893575273740/SWIGGY FOOD ORDER/HDFC,,877.24,,968654.62
05 Oct 2025,05 Oct 2025,ACH DR HDFC BANK HOME LOAN EMI OCT25,,38000.00,,930654.62
05 Oct 2025,05 Oct 2025,POS 4149XXXXXXXX9798 STARBUCKS COFFEE INDIA,,776.12,,929878.50
05 Oct 2025,05 Oct 2025,UPI/AUTOPAY/AIRTEL BROADBAND BILL/AIRT,,1395.00,,928483.50
06 Oct 2025,06 Oct 2025,UPI/811542667365/ZERODHA BROKING MF SIP/ZERO,,35000.00,,893483.50
07 Oct 2025,07 Oct 2025,ACH DR NETFLIX ENTERTAINMENT SVC,,810.00,,892673.50
08 Oct 2025,08 Oct 2025,UPI/269761025025/BARBEQUE NATION HOSP/HDFC,,3179.46,,889494.04
08 Oct 2025,08 Oct 2025,UPI/AUTOPAY/BESCOM ELECTRICITY BILL/BESC,,2795.73,,886698.31
09 Oct 2025,09 Oct 2025,ACH DR HDFC ERGO HEALTH INSURANCE PREM,,2450.00,,884248.31
09 Oct 2025,09 Oct 2025,POS 4889XXXXXXXX7427 IRCTC RAIL TICKET BOOKING,,3045.35,,881202.96
09 Oct 2025,09 Oct 2025,UPI/335453630320/ZOMATO ONLINE ORDER/YESB,,1168.79,,880034.17
10 Oct 2025,10 Oct 2025,NEFT DR-GREENWOOD HIGH SCHOOL-TERM FEE,,46000.00,,834034.17
10 Oct 2025,10 Oct 2025,UPI/867403462389/SWIGGY FOOD ORDER/HDFC,,774.88,,833259.29
11 Oct 2025,11 Oct 2025,ACH DR SPOTIFY INDIA PREMIUM,,206.00,,833053.29
11 Oct 2025,11 Oct 2025,POS 5234XXXXXXXX1351 IKEA INDIA PVT LTD,,14995.07,,818058.22
11 Oct 2025,11 Oct 2025,UPI/234780183770/DOMINOS PIZZA IND/ICIC,,1625.84,,816432.38
11 Oct 2025,11 Oct 2025,UPI/433425144790/PAYTM FASTAG RECHARGE/PYTM,,1029.49,,815402.89
12 Oct 2025,12 Oct 2025,POS 4867XXXXXXXX5082 MYNTRA DESIGNS PVT LTD,,8950.86,,806452.03
12 Oct 2025,12 Oct 2025,POS 5025XXXXXXXX9133 IRCTC RAIL TICKET BOOKING,,852.46,,805599.57
